Batch,Disease,Embedding,AUROC,F1,F1_MACRO,F1_MICRO,Exec Time,Total Run (secs),Epochs,LR,CV,Dropout,BatchSize,Hidden
DL_embedding_results_2023-04-13-22-39-15,Diabetes,GloVe,0.670990990990991,0.8288770053475937,0.6385764337082795,0.7387755102040816,"Trn,Eval,Ttl=0:11:26.680881,0:00:04.242672,0:11:30.923553",690.9235527515411,25,0.01,False,,,
DL_embedding_results_2023-04-13-22-39-15,Diabetes,FastText,0.6430630630630632,0.8229166666666667,0.5907036163522013,0.7224489795918367,"Trn,Eval,Ttl=0:19:09.444214,0:00:11.121147,0:19:20.565361",1160.5653607845306,25,0.001,False,,,
DL_embedding_results_2023-04-13-22-39-15,Diabetes,USE,0.955945945945946,0.9450549450549453,0.8931623931623932,0.9183673469387756,"Trn,Eval,Ttl=0:31:26.191803,0:00:07.539041,0:31:33.730844",1893.730843782425,50,0.01,False,,,
DL_embedding_results_2023-04-13-22-39-15,Gallstones,GloVe,0.5321409214092141,0.1,0.4886363636363636,0.7840000000000001,"Trn,Eval,Ttl=0:12:35.451310,0:00:04.112084,0:12:39.563394",759.5633940696716,25,0.01,False,,,
DL_embedding_results_2023-04-13-22-39-15,Gallstones,FastText,0.5028726287262872,0.123076923076923,0.4960212201591512,0.772,"Trn,Eval,Ttl=0:19:15.359093,0:00:12.054192,0:19:27.413285",1167.4132850170135,25,0.001,False,,,
DL_embedding_results_2023-04-13-22-39-15,Gallstones,USE,0.8542005420054201,0.5681818181818183,0.7379744042365404,0.848,"Trn,Eval,Ttl=0:29:07.569958,0:00:07.845815,0:29:15.415773",1755.4157729148865,50,0.01,False,,,
DL_embedding_results_2023-04-13-22-39-15,GERD,GloVe,0.5847763347763347,0.1428571428571428,0.4847233691164326,0.7115384615384616,"Trn,Eval,Ttl=0:10:52.040853,0:00:03.574806,0:10:55.615659",655.6156587600708,25,0.01,False,,,
DL_embedding_results_2023-04-13-22-39-15,GERD,FastText,0.5772005772005772,0.1839080459770114,0.4840512874261957,0.6586538461538461,"Trn,Eval,Ttl=0:16:32.281074,0:00:10.658277,0:16:42.939351",1002.9393508434296,25,0.001,False,,,
DL_embedding_results_2023-04-13-22-39-15,GERD,USE,0.7574555074555075,0.5154639175257731,0.6840642471641405,0.7740384615384616,"Trn,Eval,Ttl=0:24:19.170218,0:00:06.545271,0:24:25.715489",1465.7154886722565,50,0.01,False,,,
DL_embedding_results_2023-04-13-22-39-15,Gout,GloVe,0.5495887760038702,0.0,0.4555314533622559,0.8366533864541833,"Trn,Eval,Ttl=0:14:56.356061,0:00:04.301579,0:15:00.657640",900.657639503479,25,0.01,False,,,
DL_embedding_results_2023-04-13-22-39-15,Gout,FastText,0.5953072085147557,0.1153846153846153,0.5065811965811966,0.8167330677290838,"Trn,Eval,Ttl=0:19:55.570563,0:00:11.759543,0:20:07.330106",1207.3301057815552,25,0.001,False,,,
DL_embedding_results_2023-04-13-22-39-15,Gout,USE,0.7883405902273826,0.380952380952381,0.6460570560798351,0.8446215139442231,"Trn,Eval,Ttl=0:29:39.383802,0:00:07.656109,0:29:47.039912",1787.0399115085602,50,0.01,False,,,
DL_embedding_results_2023-04-13-22-39-15,Hypercholesterolemia,GloVe,0.6457912457912458,0.6374501992031872,0.5754095915802033,0.5844748858447488,"Trn,Eval,Ttl=0:11:21.004947,0:00:03.790912,0:11:24.795859",684.7958588600159,25,0.01,False,,,
DL_embedding_results_2023-04-13-22-39-15,Hypercholesterolemia,FastText,0.6348484848484848,0.6857142857142857,0.564376130198915,0.5981735159817352,"Trn,Eval,Ttl=0:17:09.303202,0:00:11.091130,0:17:20.394332",1040.394331932068,25,0.001,False,,,
DL_embedding_results_2023-04-13-22-39-15,Hypercholesterolemia,USE,0.811026936026936,0.768595041322314,0.7414403778040142,0.7442922374429224,"Trn,Eval,Ttl=0:26:30.384466,0:00:06.667953,0:26:37.052419",1597.0524191856384,50,0.01,False,,,
DL_embedding_results_2023-04-13-22-39-15,Hypertension,GloVe,0.5164835164835164,0.8794326241134751,0.4397163120567375,0.7848101265822784,"Trn,Eval,Ttl=0:12:20.824533,0:00:04.085446,0:12:24.909979",744.9099791049957,25,0.01,False,,,
DL_embedding_results_2023-04-13-22-39-15,Hypertension,FastText,0.5428571428571428,0.8847058823529411,0.4423529411764705,0.7932489451476793,"Trn,Eval,Ttl=0:19:28.455526,0:00:11.799772,0:19:40.255298",1180.2552976608276,25,0.001,False,,,
DL_embedding_results_2023-04-13-22-39-15,Hypertension,USE,0.7765567765567766,0.906801007556675,0.7131407635185973,0.8438818565400844,"Trn,Eval,Ttl=0:28:52.384053,0:00:07.695232,0:29:00.079285",1740.079284906387,50,0.01,False,,,
DL_embedding_results_2023-04-13-22-39-15,Hypertriglyceridemia,GloVe,0.5548913043478261,0.0,0.4831932773109243,0.934959349593496,"Trn,Eval,Ttl=0:16:00.498853,0:00:04.254121,0:16:04.752974",964.7529735565186,25,0.01,False,,,
DL_embedding_results_2023-04-13-22-39-15,Hypertriglyceridemia,FastText,0.4951086956521738,0.0,0.4821052631578948,0.9308943089430894,"Trn,Eval,Ttl=0:20:35.580593,0:00:09.900035,0:20:45.480627",1245.480627298355,25,0.001,False,,,
DL_embedding_results_2023-04-13-22-39-15,Hypertriglyceridemia,USE,0.6910326086956521,0.3636363636363636,0.6669245647969053,0.943089430894309,"Trn,Eval,Ttl=0:29:58.382796,0:00:07.635376,0:30:06.018172",1806.018171548844,50,0.01,False,,,
DL_embedding_results_2023-04-13-22-39-15,OA,GloVe,0.4422680412371134,0.0689655172413793,0.4701970443349754,0.7740585774058578,"Trn,Eval,Ttl=0:12:24.088169,0:00:04.050501,0:12:28.138670",748.1386699676514,25,0.01,False,,,
DL_embedding_results_2023-04-13-22-39-15,OA,FastText,0.524856815578465,0.0,0.4402810304449648,0.7866108786610879,"Trn,Eval,Ttl=0:19:33.863096,0:00:10.199588,0:19:44.062685",1184.0626847743988,25,0.001,False,,,
DL_embedding_results_2023-04-13-22-39-15,OA,USE,0.7468499427262313,0.5,0.699748743718593,0.8326359832635982,"Trn,Eval,Ttl=0:29:45.330410,0:00:09.057625,0:29:54.388035",1794.3880352973938,50,0.01,False,,,
DL_embedding_results_2023-04-13-22-39-15,OSA,GloVe,0.685595238095238,0.2352941176470588,0.5742172147255339,0.844,"Trn,Eval,Ttl=0:14:13.872526,0:00:05.126587,0:14:18.999113",858.9991130828857,25,0.01,False,,,
DL_embedding_results_2023-04-13-22-39-15,OSA,FastText,0.753452380952381,0.2807017543859649,0.5940754821591223,0.836,"Trn,Eval,Ttl=0:19:46.133680,0:00:11.465867,0:19:57.599546",1197.5995464324951,25,0.001,False,,,
DL_embedding_results_2023-04-13-22-39-15,OSA,USE,0.918452380952381,0.7384615384615384,0.8496905393457117,0.932,"Trn,Eval,Ttl=0:29:40.968108,0:00:07.650129,0:29:48.618237",1788.6182372570038,50,0.01,False,,,
DL_embedding_results_2023-04-13-22-39-15,PVD,GloVe,0.4380882352941176,0.0399999999999999,0.4625837320574163,0.7948717948717948,"Trn,Eval,Ttl=0:11:59.189060,0:00:04.037769,0:12:03.226830",723.2268297672272,25,0.01,False,,,
DL_embedding_results_2023-04-13-22-39-15,PVD,FastText,0.4776470588235294,0.0,0.4468085106382978,0.8076923076923077,"Trn,Eval,Ttl=0:18:35.746865,0:00:11.420940,0:18:47.167805",1127.1678049564362,25,0.001,False,,,
DL_embedding_results_2023-04-13-22-39-15,PVD,USE,0.7785294117647059,0.5818181818181817,0.7630640545894782,0.9017094017094016,"Trn,Eval,Ttl=0:27:31.233543,0:00:07.190796,0:27:38.424339",1658.4243388175964,50,0.01,False,,,
DL_embedding_results_2023-04-13-22-39-15,Venous Insufficiency,GloVe,0.6705850921720545,0.0,0.4769975786924939,0.9120370370370372,"Trn,Eval,Ttl=0:14:03.194217,0:00:03.876678,0:14:07.070894",847.0708944797516,25,0.01,False,,,
DL_embedding_results_2023-04-13-22-39-15,Venous Insufficiency,FastText,0.6425327277584825,0.0,0.4718826405867971,0.8935185185185185,"Trn,Eval,Ttl=0:16:48.882556,0:00:09.134813,0:16:58.017369",1018.017368555069,25,0.001,False,,,
DL_embedding_results_2023-04-13-22-39-15,Venous Insufficiency,USE,0.7467272241517499,0.5714285714285714,0.7668225980568549,0.9305555555555556,"Trn,Eval,Ttl=0:25:02.476935,0:00:06.709508,0:25:09.186443",1509.1864428520205,50,0.01,False,,,
DL_embedding_results_2023-04-13-22-39-15,Obesity,GloVe,0.62677793904209,0.5333333333333333,0.6024067388688328,0.614406779661017,"Trn,Eval,Ttl=0:11:22.731148,0:00:04.275157,0:11:27.006305",687.0063045024872,25,0.01,False,,,
DL_embedding_results_2023-04-13-22-39-15,Obesity,FastText,0.5952830188679245,0.4512820512820513,0.5325002314171989,0.5466101694915254,"Trn,Eval,Ttl=0:18:57.329486,0:00:09.569713,0:19:06.899199",1146.8991992473602,25,0.001,False,,,
DL_embedding_results_2023-04-13-22-39-15,Obesity,USE,0.8642960812772134,0.7729468599033816,0.797794184668672,0.8008474576271186,"Trn,Eval,Ttl=0:27:55.702761,0:00:07.283638,0:28:02.986399",1682.9863991737366,50,0.01,False,,,
